dataocorrencia,lat,lon
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
